iter	Passed	Remaining
3265	16775	55134
3266	16780	55129
3267	16785	55124
3268	16791	55119
3269	16796	55115
3270	16801	55109
3271	16806	55104
3272	16811	55099
3273	16817	55095
3274	16821	55087
3275	16826	55081
3276	16831	55076
3277	16836	55071
3278	16841	55066
3279	16846	55060
3280	16851	55054
3281	16856	55049
3282	16861	55042
3283	16866	55036
3284	16871	55031
3285	16876	55026
3286	16881	55020
3287	16886	55014
3288	16891	55010
3289	16897	55005
3290	16902	55000
3291	16907	54994
3292	16912	54988
3293	16917	54983
3294	16922	54978
3295	16927	54973
3296	16932	54968
3297	16937	54962
3298	16942	54956
3299	16947	54949
3300	16952	54945
3301	16957	54939
3302	16962	54934
3303	16968	54930
3304	16973	54924
3305	16978	54920
3306	16983	54914
3307	16988	54908
3308	16993	54903
3309	16998	54899
3310	17003	54894
3311	17009	54890
3312	17014	54884
3313	17019	54879
3314	17024	54875
3315	17029	54869
3316	17034	54863
3317	17039	54858
3318	17045	54854
3319	17050	54847
3320	17055	54842
3321	17059	54835
3322	17064	54829
3323	17069	54823
3324	17074	54818
3325	17079	54811
3326	17084	54806
3327	17089	54801
3328	17094	54796
3329	17099	54790
3330	17104	54784
3331	17109	54778
3332	17114	54773
3333	17119	54768
3334	17124	54763
3335	17130	54759
3336	17135	54754
3337	17140	54749
3338	17145	54742
3339	17150	54737
3340	17155	54730
3341	17160	54725
3342	17165	54719
3343	17170	54715
3344	17175	54710
3345	17180	54705
3346	17185	54700
3347	17191	54695
3348	17196	54689
3349	17200	54682
3350	17205	54677
3351	17210	54672
3352	17215	54666
3353	17220	54660
3354	17225	54654
3355	17230	54647
3356	17235	54642
3357	17240	54636
3358	17245	54633
3359	17251	54628
3360	17256	54623
3361	17262	54620
3362	17266	54614
3363	17271	54608
3364	17277	54604
3365	17282	54599
3366	17287	54594
3367	17292	54589
3368	17298	54585
3369	17302	54577
3370	17307	54571
3371	17312	54565
3372	17317	54561
3373	17322	54555
3374	17327	54549
3375	17332	54544
3376	17338	54540
3377	17343	54536
3378	17348	54529
3379	17353	54523
3380	17358	54518
3381	17363	54514
3382	17369	54509
3383	17374	54504
3384	17379	54500
3385	17385	54496
3386	17389	54490
3387	17394	54483
3388	17399	54479
3389	17404	54473
3390	17410	54469
3391	17415	54464
3392	17420	54459
3393	17425	54453
3394	17430	54447
3395	17435	54443
3396	17440	54438
3397	17446	54432
3398	17451	54428
3399	17456	54423
3400	17461	54417
3401	17466	54411
3402	17471	54406
3403	17477	54403
3404	17482	54399
3405	17487	54392
3406	17492	54387
3407	17497	54381
3408	17502	54376
3409	17507	54372
3410	17513	54367
3411	17518	54361
3412	17523	54357
3413	17528	54352
3414	17533	54346
3415	17538	54340
3416	17543	54335
3417	17549	54331
3418	17554	54326
3419	17559	54321
3420	17564	54316
3421	17570	54312
3422	17574	54305
3423	17579	54300
3424	17585	54296
3425	17590	54290
3426	17595	54286
3427	17601	54282
3428	17606	54277
3429	17611	54271
3430	17616	54266
3431	17621	54261
3432	17626	54256
3433	17631	54251
3434	17637	54246
3435	17642	54241
3436	17647	54237
3437	17652	54231
3438	17658	54227
3439	17663	54222
3440	17668	54217
3441	17673	54212
3442	17678	54207
3443	17684	54203
3444	17689	54198
3445	17694	54193
3446	17699	54188
3447	17705	54183
3448	17709	54176
3449	17715	54172
3450	17719	54165
3451	17724	54159
3452	17730	54155
3453	17735	54151
3454	17740	54145
3455	17745	54139
3456	17750	54134
3457	17755	54128
3458	17760	54123
3459	17765	54117
3460	17770	54111
3461	17775	54105
3462	17779	54099
3463	17785	54095
3464	17790	54091
3465	17796	54086
3466	17801	54082
3467	17806	54077
3468	17812	54073
3469	17817	54068
3470	17822	54063
3471	17827	54057
3472	17832	54053
3473	17838	54048
3474	17843	54043
3475	17848	54038
3476	17853	54033
3477	17858	54027
3478	17863	54023
3479	17869	54018
3480	17874	54012
3481	17879	54008
3482	17885	54004
3483	17890	54000
3484	17895	53994
3485	17900	53989
3486	17905	53984
3487	17910	53978
3488	17915	53973
3489	17920	53967
3490	17925	53962
3491	17930	53956
3492	17935	53949
3493	17940	53943
3494	17944	53937
3495	17950	53932
3496	17955	53927
3497	17960	53921
3498	17965	53917
3499	17970	53912
3500	17975	53907
3501	17981	53902
3502	17986	53898
3503	17992	53894
3504	17996	53888
3505	18002	53883
3506	18007	53878
3507	18012	53873
3508	18017	53868
3509	18023	53863
3510	18028	53858
3511	18033	53853
3512	18038	53847
3513	18043	53843
3514	18049	53838
3515	18053	53832
3516	18059	53828
3517	18064	53822
3518	18069	53817
3519	18074	53811
3520	18079	53806
3521	18083	53799
3522	18088	53793
3523	18094	53789
3524	18098	53783
3525	18104	53778
3526	18108	53769
3527	18113	53764
3528	18118	53760
3529	18123	53754
3530	18128	53748
3531	18133	53742
3532	18138	53736
3533	18143	53731
3534	18148	53726
3535	18152	53717
3536	18157	53712
3537	18163	53708
3538	18168	53704
3539	18173	53700
3540	18179	53696
3541	18184	53690
3542	18189	53686
3543	18194	53681
3544	18200	53676
3545	18205	53671
3546	18210	53666
3547	18215	53661
3548	18220	53656
3549	18226	53651
3550	18231	53646
3551	18236	53640
3552	18241	53635
3553	18246	53630
3554	18251	53626
3555	18257	53621
3556	18262	53616
3557	18267	53611
3558	18272	53606
3559	18277	53601
3560	18282	53595
3561	18288	53590
3562	18293	53586
3563	18298	53581
3564	18304	53577
3565	18309	53572
3566	18314	53566
3567	18318	53559
3568	18324	53555
3569	18329	53549
3570	18334	53546
3571	18340	53541
3572	18344	53535
3573	18349	53527
3574	18354	53522
3575	18359	53517
3576	18364	53512
3577	18370	53508
3578	18375	53503
3579	18380	53499
3580	18386	53494
3581	18391	53489
3582	18396	53484
3583	18401	53478
3584	18406	53474
3585	18411	53468
3586	18416	53462
3587	18421	53457
3588	18426	53452
3589	18431	53447
3590	18436	53441
3591	18442	53437
3592	18447	53432
3593	18452	53425
3594	18457	53420
3595	18462	53417
3596	18468	53412
3597	18473	53406
3598	18478	53402
3599	18483	53398
3600	18489	53393
3601	18494	53388
3602	18499	53384
3603	18504	53378
3604	18509	53373
3605	18515	53368
3606	18519	53362
3607	18524	53356
3608	18530	53353
3609	18535	53347
3610	18540	53342
3611	18546	53337
3612	18551	53333
3613	18556	53327
3614	18561	53323
3615	18566	53318
3616	18572	53313
3617	18577	53307
3618	18582	53302
3619	18587	53298
3620	18592	53293
3621	18598	53289
3622	18603	53284
3623	18609	53280
3624	18614	53275
3625	18619	53269
3626	18624	53265
3627	18629	53260
3628	18635	53255
3629	18640	53250
3630	18645	53245
3631	18650	53240
3632	18655	53235
3633	18660	53229
3634	18665	53225
3635	18671	53219
3636	18676	53214
3637	18681	53209
3638	18686	53204
3639	18692	53200
3640	18697	53195
3641	18702	53190
3642	18708	53186
3643	18713	53181
3644	18718	53175
3645	18723	53170
3646	18728	53166
3647	18733	53159
3648	18737	53152
3649	18742	53146
3650	18747	53141
3651	18752	53136
3652	18757	53130
3653	18762	53124
3654	18767	53119
3655	18772	53114
3656	18778	53109
3657	18783	53104
3658	18788	53099
3659	18793	53094
3660	18798	53089
3661	18803	53084
3662	18808	53078
3663	18814	53073
3664	18819	53069
3665	18824	53062
3666	18828	53056
3667	18834	53051
3668	18839	53046
3669	18844	53041
3670	18849	53037
3671	18854	53031
3672	18859	53026
3673	18865	53022
3674	18870	53016
3675	18875	53010
3676	18880	53005
3677	18885	53000
3678	18890	52994
3679	18895	52989
3680	18900	52984
3681	18905	52978
3682	18910	52974
3683	18916	52969
3684	18921	52964
3685	18926	52958
3686	18931	52953
3687	18936	52947
3688	18941	52942
3689	18946	52937
3690	18951	52931
3691	18956	52925
3692	18961	52921
3693	18966	52915
3694	18972	52911
3695	18977	52907
3696	18982	52902
3697	18987	52896
3698	18992	52890
3699	18998	52886
3700	19003	52882
3701	19009	52878
3702	19014	52872
3703	19018	52865
3704	19024	52861
3705	19029	52856
3706	19034	52851
3707	19039	52845
3708	19044	52841
3709	19049	52836
3710	19054	52830
3711	19059	52824
3712	19064	52818
3713	19069	52814
3714	19075	52809
3715	19080	52805
3716	19085	52798
3717	19090	52793
3718	19095	52789
3719	19100	52782
3720	19106	52779
3721	19111	52773
3722	19116	52768
3723	19121	52764
3724	19126	52759
3725	19131	52753
3726	19137	52749
3727	19142	52745
3728	19148	52740
3729	19153	52735
3730	19158	52729
3731	19162	52723
3732	19168	52719
3733	19172	52712
3734	19178	52707
3735	19183	52704
3736	19189	52700
3737	19194	52695
3738	19199	52690
3739	19204	52684
3740	19209	52677
3741	19214	52672
3742	19219	52666
3743	19224	52661
3744	19229	52657
3745	19234	52651
3746	19240	52647
3747	19245	52642
3748	19250	52636
3749	19255	52630
3750	19260	52625
3751	19266	52622
3752	19271	52617
3753	19276	52612
3754	19281	52607
3755	19287	52603
3756	19292	52597
3757	19296	52591
3758	19302	52587
3759	19307	52582
3760	19312	52576
3761	19317	52572
3762	19322	52566
3763	19327	52561
3764	19332	52555
3765	19338	52551
3766	19343	52546
3767	19348	52541
3768	19354	52538
3769	19359	52532
3770	19365	52529
3771	19370	52524
3772	19375	52518
3773	19380	52514
3774	19385	52509
3775	19391	52504
3776	19396	52499
3777	19401	52493
3778	19406	52487
3779	19411	52482
3780	19416	52477
3781	19421	52471
3782	19426	52466
3783	19431	52460
3784	19436	52456
3785	19442	52452
3786	19447	52447
3787	19452	52442
3788	19457	52437
3789	19462	52431
3790	19467	52426
3791	19472	52420
3792	19477	52414
3793	19483	52410
3794	19488	52404
3795	19493	52400
3796	19498	52396
3797	19503	52390
3798	19508	52384
3799	19513	52377
3800	19518	52371
3801	19523	52367
3802	19529	52363
3803	19534	52358
3804	19539	52354
3805	19544	52348
3806	19549	52343
3807	19555	52338
3808	19560	52334
3809	19565	52328
3810	19570	52323
3811	19575	52318
3812	19580	52313
3813	19585	52306
3814	19590	52301
3815	19595	52296
3816	19601	52291
3817	19605	52285
3818	19610	52280
3819	19615	52274
3820	19620	52268
3821	19625	52263
3822	19630	52258
3823	19635	52252
3824	19640	52247
3825	19646	52242
3826	19651	52238
3827	19657	52234
3828	19661	52228
3829	19666	52222
3830	19671	52216
3831	19675	52208
3832	19680	52203
3833	19685	52197
3834	19690	52191
3835	19696	52187
3836	19700	52181
3837	19705	52175
3838	19710	52170
3839	19715	52164
3840	19721	52159
3841	19725	52153
3842	19730	52148
3843	19736	52143
3844	19741	52138
3845	19746	52132
3846	19751	52127
3847	19756	52122
3848	19761	52117
3849	19767	52113
3850	19772	52108
3851	19777	52104
3852	19782	52098
3853	19787	52093
3854	19792	52087
3855	19797	52082
3856	19803	52078
3857	19807	52071
3858	19812	52065
3859	19817	52060
3860	19823	52055
3861	19827	52048
3862	19832	52042
3863	19837	52038
3864	19842	52032
3865	19847	52026
3866	19851	52019
3867	19856	52013
3868	19861	52008
3869	19867	52004
3870	19872	51998
3871	19876	51992
3872	19881	51986
3873	19887	51981
3874	19892	51976
3875	19897	51972
3876	19902	51966
3877	19908	51962
3878	19913	51957
3879	19918	51952
3880	19923	51946
3881	19928	51941
3882	19933	51935
3883	19938	51930
3884	19944	51926
3885	19949	51921
3886	19954	51915
3887	19958	51909
3888	19963	51904
3889	19968	51898
3890	19974	51893
3891	19979	51889
3892	19984	51883
3893	19989	51878
3894	19994	51873
3895	20000	51868
3896	20005	51865
3897	20011	51860
3898	20016	51857
3899	20022	51853
3900	20027	51848
3901	20032	51843
3902	20038	51838
3903	20042	51832
3904	20047	51826
3905	20052	51820
3906	20057	51815
3907	20062	51810
3908	20067	51804
3909	20073	51799
3910	20077	51793
3911	20082	51788
3912	20087	51782
3913	20092	51777
3914	20097	51772
3915	20103	51767
3916	20108	51762
3917	20113	51757
3918	20118	51751
3919	20122	51744
3920	20128	51739
3921	20133	51735
3922	20138	51730
3923	20144	51727
3924	20149	51722
3925	20155	51717
3926	20160	51712
3927	20165	51706
3928	20170	51702
3929	20175	51697
3930	20180	51692
3931	20185	51686
3932	20190	51680
3933	20195	51675
3934	20200	51669
3935	20205	51663
3936	20209	51656
3937	20214	51651
3938	20219	51643
3939	20224	51638
3940	20229	51633
3941	20234	51628
3942	20239	51623
3943	20245	51618
3944	20250	51613
3945	20255	51608
3946	20260	51603
3947	20265	51596
3948	20270	51592
3949	20275	51587
3950	20281	51583
3951	20286	51578
3952	20291	51573
3953	20296	51568
3954	20302	51564
3955	20306	51557
3956	20312	51552
3957	20317	51547
3958	20322	51542
3959	20327	51536
3960	20332	51531
3961	20337	51526
3962	20342	51520
3963	20347	51515
3964	20352	51509
3965	20357	51503
3966	20362	51498
3967	20367	51492
3968	20372	51487
3969	20378	51484
3970	20383	51478
3971	20388	51473
3972	20393	51467
3973	20397	51461
3974	20402	51455
3975	20407	51450
3976	20413	51446
3977	20418	51441
3978	20424	51437
3979	20428	51431
3980	20433	51425
3981	20438	51420
3982	20443	51414
3983	20448	51408
3984	20453	51404
3985	20459	51399
3986	20464	51395
3987	20470	51391
3988	20475	51385
3989	20480	51379
3990	20484	51374
3991	20489	51368
3992	20494	51363
3993	20500	51358
3994	20505	51354
3995	20510	51349
3996	20516	51344
3997	20521	51339
3998	20526	51333
3999	20531	51329
4000	20537	51324
4001	20542	51319
4002	20547	51314
4003	20552	51308
4004	20557	51303
4005	20562	51299
4006	20567	51293
4007	20572	51288
4008	20578	51284
4009	20583	51279
4010	20589	51275
4011	20594	51270
4012	20599	51265
4013	20604	51260
4014	20610	51255
4015	20615	51251
4016	20620	51246
4017	20626	51242
4018	20631	51237
4019	20637	51233
4020	20642	51229
4021	20647	51224
4022	20653	51219
4023	20658	51214
4024	20663	51209
4025	20668	51203
4026	20673	51198
4027	20678	51193
4028	20683	51188
4029	20688	51183
4030	20693	51177
4031	20699	51172
4032	20704	51167
4033	20709	51162
4034	20714	51157
4035	20719	51152
4036	20725	51147
4037	20730	51142
4038	20735	51137
4039	20740	51132
4040	20745	51127
4041	20750	51122
4042	20755	51116
4043	20760	51111
4044	20765	51105
4045	20770	51100
4046	20776	51096
4047	20781	51090
4048	20786	51085
4049	20791	51080
4050	20795	51073
4051	20800	51067
4052	20805	51062
4053	20810	51055
4054	20815	51049
4055	20820	51044
4056	20825	51039
4057	20830	51034
4058	20835	51027
4059	20840	51022
4060	20845	51018
4061	20850	51012
4062	20855	51007
4063	20860	51001
4064	20865	50996
4065	20870	50991
4066	20876	50986
4067	20880	50980
4068	20886	50976
4069	20891	50971
4070	20897	50968
4071	20902	50963
4072	20908	50958
4073	20913	50953
4074	20918	50948
4075	20923	50943
4076	20928	50937
4077	20933	50932
4078	20938	50927
4079	20944	50922
4080	20948	50916
4081	20954	50912
4082	20959	50906
4083	20964	50901
4084	20969	50896
4085	20974	50892
4086	20980	50887
4087	20985	50881
4088	20989	50875
4089	20994	50869
4090	20999	50864
4091	21005	50860
4092	21010	50855
4093	21015	50850
4094	21020	50844
4095	21025	50839
4096	21031	50835
4097	21036	50830
4098	21041	50824
4099	21046	50819
4100	21051	50815
4101	21056	50809
4102	21061	50804
4103	21067	50799
4104	21072	50794
4105	21078	50791
4106	21083	50786
4107	21088	50781
4108	21094	50776
4109	21099	50772
4110	21104	50767
4111	21109	50760
4112	21114	50755
4113	21119	50750
4114	21124	50744
4115	21129	50740
4116	21134	50734
4117	21140	50729
4118	21145	50724
4119	21149	50718
4120	21155	50714
4121	21160	50709
4122	21165	50703
4123	21170	50698
4124	21175	50693
4125	21180	50688
4126	21186	50683
4127	21191	50678
4128	21196	50672
4129	21201	50666
4130	21206	50661
4131	21211	50657
4132	21216	50652
4133	21222	50648
4134	21227	50643
4135	21232	50637
4136	21237	50633
4137	21243	50628
4138	21248	50623
4139	21253	50617
4140	21257	50610
4141	21262	50605
4142	21267	50600
4143	21272	50593
4144	21277	50587
4145	21281	50581
4146	21287	50577
4147	21291	50570
4148	21296	50564
4149	21301	50558
4150	21306	50554
4151	21311	50549
4152	21317	50544
4153	21321	50537
4154	21326	50531
4155	21331	50525
4156	21336	50520
4157	21341	50514
4158	21346	50509
4159	21351	50504
4160	21356	50499
4161	21361	50494
4162	21367	50490
4163	21373	50486
4164	21377	50480
4165	21383	50475
4166	21388	50471
4167	21393	50466
4168	21398	50460
4169	21403	50455
4170	21408	50450
4171	21413	50444
4172	21419	50439
4173	21424	50436
4174	21430	50432
4175	21435	50427
4176	21440	50421
4177	21445	50416
4178	21451	50412
4179	21456	50408
4180	21461	50402
4181	21466	50397
4182	21471	50392
4183	21477	50387
4184	21482	50382
4185	21487	50377
4186	21492	50370
4187	21497	50366
4188	21502	50360
4189	21507	50354
4190	21511	50348
4191	21516	50342
4192	21521	50337
4193	21526	50332
4194	21532	50327
4195	21536	50321
4196	21541	50315
4197	21547	50310
4198	21552	50305
4199	21557	50300
4200	21562	50296
4201	21568	50291
4202	21573	50286
4203	21578	50281
4204	21583	50275
4205	21588	50270
4206	21593	50264
4207	21598	50259
4208	21603	50253
4209	21608	50249
4210	21613	50244
4211	21619	50239
4212	21624	50235
4213	21629	50229
4214	21635	50225
4215	21639	50219
4216	21644	50214
4217	21650	50208
4218	21654	50201
4219	21659	50196
4220	21664	50191
4221	21669	50185
4222	21674	50179
4223	21679	50174
4224	21684	50170
4225	21689	50164
4226	21694	50159
4227	21700	50155
4228	21705	50149
4229	21710	50143
4230	21714	50137
4231	21719	50131
4232	21724	50126
4233	21729	50121
4234	21734	50114
4235	21739	50109
4236	21744	50103
4237	21749	50097
4238	21754	50092
4239	21758	50085
4240	21763	50080
4241	21768	50075
4242	21773	50069
4243	21778	50063
4244	21783	50059
4245	21788	50053
4246	21793	50047
4247	21798	50041
4248	21803	50036
4249	21808	50031
4250	21813	50025
4251	21818	50020
4252	21823	50014
4253	21828	50010
4254	21834	50005
4255	21839	50000
4256	21844	49995
4257	21850	49991
4258	21854	49985
4259	21860	49980
4260	21865	49975
4261	21870	49969
4262	21875	49964
4263	21880	49959
4264	21885	49955
4265	21890	49949
4266	21896	49945
4267	21901	49940
4268	21906	49935
4269	21911	49929
4270	21917	49926
4271	21922	49921
4272	21927	49916
4273	21932	49910
4274	21937	49905
4275	21942	49900
4276	21947	49894
4277	21952	49888
4278	21957	49882
4279	21962	49877
4280	21967	49872
4281	21971	49865
4282	21976	49857
4283	21981	49852
4284	21986	49846
4285	21990	49841
4286	21995	49834
4287	21999	49828
4288	22004	49822
4289	22010	49817
4290	22015	49813
4291	22020	49807
4292	22025	49802
4293	22030	49796
4294	22036	49792
4295	22041	49787
4296	22045	49781
4297	22051	49776
4298	22056	49772
4299	22061	49766
4300	22066	49761
4301	22071	49755
4302	22076	49750
4303	22081	49744
4304	22086	49739
4305	22091	49733
4306	22096	49728
4307	22101	49723
4308	22106	49717
4309	22111	49711
4310	22115	49704
4311	22121	49700
4312	22125	49694
4313	22130	49688
4314	22135	49683
4315	22140	49677
4316	22145	49672
4317	22150	49667
4318	22156	49662
4319	22161	49657
4320	22165	49650
4321	22170	49645
4322	22175	49640
4323	22180	49634
4324	22185	49629
4325	22190	49624
4326	22195	49619
4327	22200	49613
4328	22205	49607
4329	22211	49603
4330	22216	49597
4331	22220	49591
4332	22225	49586
4333	22231	49581
4334	22236	49576
4335	22241	49570
4336	22246	49564
4337	22250	49559
4338	22255	49553
4339	22261	49549
4340	22266	49544
4341	22272	49540
4342	22277	49535
4343	22282	49529
4344	22286	49522
4345	22291	49516
4346	22296	49510
4347	22301	49505
4348	22306	49500
4349	22311	49495
4350	22317	49492
4351	22324	49492
4352	22329	49486
4353	22334	49480
4354	22339	49475
4355	22344	49469
4356	22349	49464
4357	22354	49459
4358	22359	49454
4359	22363	49446
4360	22368	49440
4361	22373	49434
4362	22378	49428
4363	22382	49422
4364	22388	49418
4365	22392	49412
4366	22398	49407
4367	22402	49400
4368	22407	49396
4369	22413	49391
4370	22417	49384
4371	22422	49378
4372	22427	49373
4373	22432	49368
4374	22437	49362
4375	22442	49357
4376	22447	49351
4377	22452	49346
4378	22458	49342
4379	22462	49336
4380	22467	49331
4381	22473	49326
4382	22477	49320
4383	22482	49314
4384	22487	49308
4385	22492	49303
4386	22497	49297
4387	22502	49292
4388	22508	49288
4389	22513	49283
4390	22518	49277
4391	22523	49272
4392	22527	49266
4393	22532	49260
4394	22537	49255
4395	22543	49250
4396	22547	49244
4397	22553	49239
4398	22558	49233
4399	22563	49228
4400	22568	49223
4401	22573	49217
4402	22578	49212
4403	22583	49207
4404	22588	49202
4405	22593	49197
4406	22598	49191
4407	22603	49186
4408	22608	49181
4409	22613	49175
4410	22618	49170
4411	22623	49164
4412	22628	49159
4413	22633	49154
4414	22638	49148
4415	22643	49142
4416	22648	49137
4417	22653	49132
4418	22658	49126
4419	22663	49122
4420	22669	49117
4421	22674	49111
4422	22679	49106
4423	22684	49101
4424	22689	49095
4425	22694	49090
4426	22699	49084
4427	22704	49079
4428	22709	49074
4429	22714	49069
4430	22719	49064
4431	22724	49058
4432	22729	49052
4433	22733	49046
4434	22738	49040
4435	22743	49034
4436	22748	49029
4437	22753	49023
4438	22758	49018
4439	22762	49011
4440	22767	49006
4441	22772	48999
4442	22776	48993
4443	22782	48988
4444	22787	48983
4445	22791	48976
4446	22796	48970
4447	22801	48966
4448	22806	48960
4449	22811	48955
4450	22816	48949
4451	22821	48943
4452	22826	48938
4453	22831	48934
4454	22836	48929
4455	22842	48924
4456	22847	48918
4457	22852	48913
4458	22857	48907
4459	22862	48903
4460	22867	48898
4461	22872	48893
4462	22877	48887
4463	22882	48882
4464	22888	48878
4465	22894	48874
4466	22900	48872
4467	22906	48868
4468	22912	48865
4469	22917	48859
4470	22922	48854
4471	22927	48849
4472	22933	48845
4473	22938	48839
4474	22942	48833
4475	22947	48828
4476	22952	48822
4477	22957	48816
4478	22962	48811
4479	22967	48805
4480	22972	48800
4481	22977	48795
4482	22982	48789
4483	22987	48785
4484	22992	48779
4485	22997	48773
4486	23002	48767
4487	23007	48762
4488	23011	48756
4489	23017	48751
4490	23022	48745
4491	23026	48739
4492	23031	48734
4493	23036	48727
4494	23041	48722
4495	23045	48716
4496	23051	48711
4497	23056	48706
4498	23061	48701
4499	23066	48696
4500	23072	48693
4501	23078	48688
4502	23083	48683
4503	23087	48677
4504	23093	48673
4505	23099	48668
4506	23104	48663
4507	23109	48658
4508	23113	48651
4509	23118	48646
4510	23123	48640
4511	23128	48635
4512	23133	48630
4513	23138	48625
4514	23143	48620
4515	23149	48615
4516	23154	48609
4517	23159	48604
4518	23163	48598
4519	23168	48592
4520	23173	48586
4521	23178	48581
4522	23183	48576
4523	23189	48571
4524	23194	48566
4525	23198	48560
4526	23203	48554
4527	23208	48549
4528	23213	48543
4529	23218	48539
4530	23224	48534
4531	23228	48528
4532	23233	48523
4533	23238	48517
4534	23243	48511
4535	23248	48506
4536	23253	48500
4537	23258	48496
4538	23264	48491
4539	23268	48485
4540	23273	48480
4541	23278	48474
4542	23283	48468
4543	23289	48464
4544	23294	48458
4545	23298	48452
4546	23303	48447
4547	23308	48442
4548	23313	48436
4549	23318	48431
4550	23323	48426
4551	23329	48421
4552	23334	48416
4553	23338	48409
4554	23343	48404
4555	23348	48398
4556	23353	48392
4557	23357	48386
4558	23362	48380
4559	23367	48375
4560	23372	48369
4561	23378	48365
4562	23383	48361
4563	23388	48355
4564	23393	48350
4565	23398	48344
4566	23403	48339
4567	23408	48334
4568	23413	48328
4569	23419	48324
4570	23423	48318
4571	23428	48311
4572	23432	48304
4573	23437	48299
4574	23442	48293
4575	23447	48287
4576	23451	48281
4577	23456	48276
4578	23461	48271
4579	23467	48267
4580	23472	48261
4581	23477	48257
4582	23482	48251
4583	23487	48245
4584	23492	48240
4585	23497	48234
4586	23502	48229
4587	23506	48223
4588	23511	48217
4589	23516	48211
4590	23521	48206
4591	23526	48201
4592	23532	48196
4593	23537	48190
4594	23542	48185
4595	23547	48181
4596	23552	48175
4597	23557	48169
4598	23562	48164
4599	23567	48159
4600	23572	48154
4601	23577	48149
4602	23582	48144
4603	23587	48138
4604	23592	48133
4605	23597	48126
4606	23601	48120
4607	23606	48114
4608	23611	48109
4609	23616	48104
4610	23622	48099
4611	23626	48093
4612	23631	48088
4613	23636	48082
4614	23641	48076
4615	23646	48071
4616	23651	48065
4617	23655	48059
4618	23660	48054
4619	23665	48048
4620	23670	48042
4621	23675	48037
4622	23680	48032
4623	23685	48026
4624	23690	48021
4625	23695	48015
4626	23700	48009
4627	23705	48004
4628	23709	47997
4629	23714	47991
4630	23719	47986
4631	23723	47980
4632	23728	47974
4633	23733	47969
4634	23739	47964
4635	23743	47959
4636	23748	47953
4637	23753	47947
4638	23758	47941
4639	23763	47936
4640	23768	47930
4641	23773	47925
4642	23778	47920
4643	23783	47916
4644	23788	47910
4645	23793	47905
4646	23799	47900
4647	23804	47896
4648	23809	47890
4649	23814	47884
4650	23819	47879
4651	23825	47875
4652	23830	47870
4653	23835	47865
4654	23840	47859
4655	23844	47853
4656	23850	47849
4657	23855	47843
4658	23860	47838
4659	23865	47833
4660	23870	47827
4661	23875	47822
4662	23880	47817
4663	23885	47812
4664	23890	47806
4665	23895	47800
4666	23900	47795
4667	23905	47790
4668	23910	47785
4669	23915	47779
4670	23919	47773
4671	23924	47768
4672	23929	47761
4673	23934	47756
4674	23939	47750
4675	23944	47744
4676	23948	47738
4677	23953	47732
4678	23958	47727
4679	23963	47722
4680	23968	47717
4681	23974	47714
4682	23979	47709
4683	23985	47703
4684	23989	47698
4685	23994	47692
4686	23999	47686
4687	24004	47682
4688	24009	47675
4689	24014	47670
4690	24018	47662
4691	24023	47657
4692	24027	47651
4693	24032	47646
4694	24037	47640
4695	24043	47636
4696	24048	47631
4697	24053	47625
4698	24058	47620
4699	24063	47615
4700	24068	47609
4701	24073	47604
4702	24079	47600
4703	24084	47595
4704	24089	47589
4705	24094	47583
4706	24098	47577
4707	24103	47571
4708	24108	47566
4709	24113	47560
4710	24118	47555
4711	24122	47549
4712	24128	47544
4713	24133	47539
4714	24137	47533
4715	24142	47527
4716	24147	47521
4717	24152	47515
4718	24156	47510
4719	24161	47504
4720	24166	47498
4721	24171	47494
4722	24177	47489
4723	24182	47484
4724	24187	47479
4725	24193	47475
4726	24198	47470
4727	24203	47465
4728	24208	47460
4729	24213	47454
4730	24218	47449
4731	24223	47443
4732	24228	47438
4733	24233	47432
4734	24237	47426
4735	24242	47421
4736	24248	47415
4737	24253	47410
4738	24257	47404
4739	24262	47398
4740	24267	47393
4741	24272	47388
4742	24277	47383
4743	24282	47377
4744	24287	47372
4745	24292	47367
4746	24297	47361
4747	24302	47356
4748	24307	47351
4749	24312	47346
4750	24317	47340
4751	24322	47335
4752	24327	47329
4753	24332	47323
4754	24337	47318
4755	24342	47312
4756	24346	47306
4757	24351	47301
4758	24356	47295
4759	24361	47290
4760	24366	47284
4761	24371	47278
4762	24376	47273
4763	24380	47267
4764	24385	47261
4765	24390	47256
4766	24396	47251
4767	24401	47246
4768	24405	47240
4769	24411	47236
4770	24416	47230
4771	24421	47225
4772	24426	47219
4773	24431	47215
4774	24436	47209
4775	24441	47203
4776	24446	47198
4777	24451	47193
4778	24456	47187
4779	24460	47181
4780	24465	47175
4781	24470	47170
4782	24475	47165
4783	24480	47159
4784	24485	47154
4785	24490	47149
4786	24495	47143
4787	24500	47138
4788	24505	47133
4789	24510	47126
4790	24515	47122
4791	24519	47115
4792	24525	47110
4793	24529	47105
4794	24535	47100
4795	24540	47095
4796	24545	47091
4797	24551	47086
4798	24556	47080
4799	24560	47075
4800	24565	47069
4801	24570	47063
4802	24575	47058
4803	24581	47054
4804	24586	47049
4805	24591	47043
4806	24595	47037
4807	24600	47031
4808	24605	47025
4809	24610	47020
4810	24614	47014
4811	24619	47008
4812	24624	47003
4813	24629	46997
4814	24634	46992
4815	24639	46986
4816	24644	46980
4817	24649	46975
4818	24653	46969
