iter	Passed	Remaining
158	713	62137
159	718	62181
160	724	62236
161	728	62264
162	733	62277
163	738	62313
164	743	62339
165	748	62392
166	753	62424
167	758	62455
168	763	62475
169	768	62528
170	774	62612
171	779	62652
172	784	62663
173	788	62685
174	793	62722
175	799	62759
176	803	62782
177	809	62837
178	814	62853
179	819	62911
180	824	62937
181	829	62962
182	834	63010
183	839	63064
184	844	63075
185	849	63106
186	854	63155
187	860	63183
188	865	63235
189	870	63246
190	875	63271
191	880	63325
192	885	63367
193	891	63425
194	896	63452
195	901	63461
196	906	63506
197	911	63528
198	916	63534
199	921	63594
200	926	63634
201	932	63668
202	937	63724
203	942	63765
204	948	63800
205	953	63837
206	958	63860
207	963	63883
208	968	63907
209	972	63881
210	977	63901
211	983	63968
212	988	63984
213	993	64003
214	998	64024
215	1003	64046
216	1008	64071
217	1013	64063
218	1017	64022
219	1022	64061
220	1028	64107
221	1033	64133
222	1038	64138
223	1043	64171
224	1048	64186
225	1053	64195
226	1057	64147
227	1062	64156
228	1067	64167
229	1072	64192
230	1076	64165
231	1081	64164
232	1085	64150
233	1090	64162
234	1095	64164
235	1100	64209
236	1105	64202
237	1110	64241
238	1116	64260
239	1120	64269
240	1126	64326
241	1131	64343
242	1137	64369
243	1141	64364
244	1146	64388
245	1152	64429
246	1157	64475
247	1163	64507
248	1168	64526
249	1173	64550
250	1178	64548
251	1183	64572
252	1188	64602
253	1194	64630
254	1199	64647
255	1204	64675
256	1209	64685
257	1214	64709
258	1220	64741
259	1224	64729
260	1230	64760
261	1234	64752
262	1240	64782
263	1246	64854
264	1252	64915
265	1258	64965
266	1263	64987
267	1268	65007
268	1273	65011
269	1278	65029
270	1284	65048
271	1288	65031
272	1293	65036
273	1298	65037
274	1303	65049
275	1308	65055
276	1313	65069
277	1318	65082
278	1323	65085
279	1328	65100
280	1333	65091
281	1338	65098
282	1343	65123
283	1349	65160
284	1354	65172
285	1359	65166
286	1364	65207
287	1369	65196
288	1374	65204
289	1379	65222
290	1384	65234
291	1390	65276
292	1395	65290
293	1400	65288
294	1405	65282
295	1409	65277
296	1414	65276
297	1419	65277
298	1424	65289
299	1430	65320
300	1435	65333
301	1440	65327
302	1445	65329
303	1450	65338
304	1455	65339
305	1460	65343
306	1465	65354
307	1470	65352
308	1475	65368
309	1480	65375
310	1485	65372
311	1490	65380
312	1494	65365
313	1499	65378
314	1505	65387
315	1510	65410
316	1515	65416
317	1520	65430
318	1525	65445
319	1531	65455
320	1535	65453
321	1541	65461
322	1546	65475
323	1551	65495
324	1556	65507
325	1562	65553
326	1567	65548
327	1572	65549
328	1577	65544
329	1582	65556
330	1587	65577
331	1593	65603
332	1599	65635
333	1603	65620
334	1608	65605
335	1613	65615
336	1618	65616
337	1623	65636
338	1629	65648
339	1633	65644
340	1638	65644
341	1644	65678
342	1649	65672
343	1654	65669
344	1659	65678
345	1664	65681
346	1669	65677
347	1674	65675
348	1679	65681
349	1684	65700
350	1689	65700
351	1694	65711
352	1699	65715
353	1705	65739
354	1710	65752
355	1715	65757
356	1720	65761
357	1726	65782
358	1731	65796
359	1736	65805
360	1741	65812
361	1747	65824
362	1751	65815
363	1757	65820
364	1762	65824
365	1767	65828
366	1773	65865
367	1778	65885
368	1783	65894
369	1788	65895
370	1793	65903
371	1798	65904
372	1804	65916
373	1809	65919
374	1814	65933
375	1820	65964
376	1825	65962
377	1830	65971
378	1835	65972
379	1840	65985
380	1846	65989
381	1851	66003
382	1856	66008
383	1861	66017
384	1867	66054
385	1873	66069
386	1878	66070
387	1883	66087
388	1888	66085
389	1893	66089
390	1898	66084
391	1904	66096
392	1909	66104
393	1914	66108
394	1919	66121
395	1924	66119
396	1929	66099
397	1933	66088
398	1939	66103
399	1944	66107
400	1949	66108
401	1955	66153
402	1960	66155
403	1965	66159
404	1970	66153
405	1975	66155
406	1980	66145
407	1985	66153
408	1990	66160
409	1996	66175
410	2001	66189
411	2007	66201
412	2012	66207
413	2017	66214
414	2023	66222
415	2028	66222
416	2033	66225
417	2038	66233
418	2043	66245
419	2049	66263
420	2054	66273
421	2059	66256
422	2064	66270
423	2070	66287
424	2075	66301
425	2080	66306
426	2086	66322
427	2093	66381
428	2098	66375
429	2103	66380
430	2108	66389
431	2114	66397
432	2119	66403
433	2124	66394
434	2129	66406
435	2134	66407
436	2139	66398
437	2144	66398
438	2149	66411
439	2154	66402
440	2159	66398
441	2164	66399
442	2169	66390
443	2174	66386
444	2179	66384
445	2184	66388
446	2190	66406
447	2194	66395
448	2212	66768
449	2219	66836
450	2225	66855
451	2231	66883
452	2236	66886
453	2242	66902
454	2247	66904
455	2252	66917
456	2257	66910
457	2263	66921
458	2268	66923
459	2273	66923
460	2279	66933
461	2284	66943
462	2290	66954
463	2295	66954
464	2300	66972
465	2305	66967
466	2311	66974
467	2316	66972
468	2321	66971
469	2326	66979
470	2331	66982
471	2337	66982
472	2343	67018
473	2349	67039
474	2354	67045
475	2359	67040
476	2364	67042
477	2369	67043
478	2374	67033
479	2379	67031
480	2384	67023
481	2389	67023
482	2395	67031
483	2400	67033
484	2405	67041
485	2411	67056
486	2416	67054
487	2421	67056
488	2426	67048
489	2431	67045
490	2436	67037
491	2441	67031
492	2446	67024
493	2451	67022
494	2456	67009
495	2460	66997
496	2466	67009
497	2471	67003
498	2476	67005
499	2481	66999
500	2486	67001
501	2491	67001
502	2496	66994
503	2501	66989
504	2506	66983
505	2511	66985
506	2516	66983
507	2521	66981
508	2527	66984
509	2532	66984
510	2537	66981
511	2542	66977
512	2547	66972
513	2552	66976
514	2557	66978
515	2563	66981
516	2568	66983
517	2573	66981
518	2578	66980
519	2583	66980
520	2588	66975
521	2593	66969
522	2598	66963
523	2603	66961
524	2608	66962
525	2614	66962
526	2619	66964
527	2624	66968
528	2630	66982
529	2635	66987
530	2640	66985
531	2646	66987
532	2651	66990
533	2656	66994
534	2661	66995
535	2667	67000
536	2672	66993
537	2677	66997
538	2682	66990
539	2687	66987
540	2692	66977
541	2697	66971
542	2701	66955
543	2706	66957
544	2712	66962
545	2717	66958
546	2722	66953
547	2727	66960
548	2733	66964
549	2738	66966
550	2743	66960
551	2748	66962
552	2754	66972
553	2758	66960
554	2763	66948
555	2768	66944
556	2773	66945
557	2778	66940
558	2783	66923
559	2788	66914
560	2793	66919
561	2798	66911
562	2803	66911
563	2808	66905
564	2813	66900
565	2818	66896
566	2823	66886
567	2828	66880
568	2833	66873
569	2837	66863
570	2842	66851
571	2847	66839
572	2852	66848
573	2858	66861
574	2863	66858
575	2868	66844
576	2873	66837
577	2878	66843
578	2883	66836
579	2888	66833
580	2893	66832
581	2898	66833
582	2904	66838
583	2909	66847
584	2914	66840
585	2919	66835
586	2925	66850
587	2930	66850
588	2935	66847
589	2941	66850
590	2946	66851
591	2951	66847
592	2956	66844
593	2961	66846
594	2967	66845
595	2972	66842
596	2977	66849
597	2982	66845
598	2987	66837
599	2992	66828
600	2997	66830
601	3002	66833
602	3008	66834
603	3013	66831
604	3018	66828
605	3023	66830
606	3028	66823
607	3033	66824
608	3038	66822
609	3043	66817
610	3049	66822
611	3054	66816
612	3059	66812
613	3064	66809
614	3069	66808
615	3074	66810
616	3079	66805
617	3084	66793
618	3090	66801
619	3095	66797
620	3100	66799
621	3106	66812
622	3111	66800
623	3115	66793
624	3122	66821
625	3131	66894
626	3138	66934
627	3143	66940
628	3149	66947
629	3154	66950
630	3160	66952
631	3164	66941
632	3169	66935
633	3175	66938
634	3180	66933
635	3185	66937
636	3191	66942
637	3196	66944
638	3201	66947
639	3206	66942
640	3211	66936
641	3217	66940
642	3222	66938
643	3227	66929
644	3232	66929
645	3238	66935
646	3242	66923
647	3248	66925
648	3252	66909
649	3257	66902
650	3262	66899
651	3267	66892
652	3272	66885
653	3277	66884
654	3282	66882
655	3287	66875
656	3292	66868
657	3297	66863
658	3302	66862
659	3308	66862
660	3312	66855
661	3318	66853
662	3323	66846
663	3328	66841
664	3333	66839
665	3338	66832
666	3343	66829
667	3348	66831
668	3353	66823
669	3358	66817
670	3363	66810
671	3368	66803
672	3373	66802
673	3378	66798
674	3384	66811
675	3389	66810
676	3394	66806
677	3399	66793
678	3404	66790
679	3409	66787
680	3414	66780
681	3419	66783
682	3425	66784
683	3430	66775
684	3434	66768
685	3440	66766
686	3445	66772
687	3451	66778
688	3456	66777
689	3461	66772
690	3466	66772
691	3471	66770
692	3476	66763
693	3482	66763
694	3487	66755
695	3492	66749
696	3497	66744
697	3502	66745
698	3507	66745
699	3512	66741
700	3518	66747
701	3523	66746
702	3528	66739
703	3533	66740
704	3539	66751
705	3545	66759
706	3550	66761
707	3555	66759
708	3560	66744
709	3565	66740
710	3570	66731
711	3575	66732
712	3580	66731
713	3586	66728
714	3591	66725
715	3596	66723
716	3601	66726
717	3606	66720
718	3612	66720
719	3617	66721
720	3622	66714
721	3627	66718
722	3632	66713
723	3637	66709
724	3643	66715
725	3648	66713
726	3653	66704
727	3658	66697
728	3663	66693
729	3669	66696
730	3674	66691
731	3679	66690
732	3684	66687
733	3689	66681
734	3695	66686
735	3700	66685
736	3704	66674
737	3710	66680
738	3715	66679
739	3720	66672
740	3726	66670
741	3730	66661
742	3735	66652
743	3740	66646
744	3745	66646
745	3750	66639
746	3756	66637
747	3760	66631
748	3765	66625
749	3771	66624
750	3776	66616
751	3781	66618
752	3786	66615
753	3792	66624
754	3797	66623
755	3802	66620
756	3808	66619
757	3812	66610
758	3818	66608
759	3823	66612
760	3828	66603
761	3833	66603
762	3838	66596
763	3844	66597
764	3849	66599
765	3854	66600
766	3860	66605
767	3865	66596
768	3870	66590
769	3875	66583
770	3880	66578
771	3885	66573
772	3889	66562
773	3895	66561
774	3900	66557
775	3905	66549
776	3910	66550
777	3915	66547
778	3921	66549
779	3926	66547
780	3931	66549
781	3936	66545
782	3942	66541
783	3946	66532
784	3951	66523
785	3956	66518
786	3961	66516
787	3967	66513
788	3972	66518
789	3977	66515
790	3982	66503
791	3987	66492
792	3992	66487
793	3996	66478
794	4001	66469
795	4007	66470
796	4012	66462
797	4017	66457
798	4022	66460
799	4027	66459
800	4033	66457
801	4038	66458
802	4043	66445
803	4047	66439
804	4052	66429
805	4057	66428
806	4063	66424
807	4068	66424
808	4074	66430
809	4079	66429
810	4083	66416
811	4088	66403
812	4093	66397
813	4099	66403
814	4104	66402
815	4109	66398
816	4115	66399
817	4120	66393
818	4124	66383
819	4129	66379
820	4134	66374
821	4140	66372
822	4145	66368
823	4150	66360
824	4155	66355
825	4160	66351
826	4165	66347
827	4170	66346
828	4175	66337
829	4180	66327
830	4185	66322
831	4190	66316
832	4194	66306
833	4200	66303
834	4205	66298
835	4210	66302
836	4215	66295
837	4220	66287
838	4225	66277
839	4230	66273
840	4235	66279
841	4241	66274
842	4246	66272
843	4251	66269
844	4256	66269
845	4261	66258
846	4266	66253
847	4271	66245
848	4275	66234
849	4281	66234
850	4286	66231
851	4291	66226
852	4296	66222
853	4301	66219
854	4307	66219
855	4312	66215
856	4317	66211
857	4322	66200
858	4326	66191
859	4331	66188
860	4336	66175
861	4341	66172
862	4347	66174
863	4352	66170
864	4357	66164
865	4362	66163
866	4367	66161
867	4373	66162
868	4377	66151
869	4383	66150
870	4387	66142
871	4392	66131
872	4398	66131
873	4403	66132
874	4408	66127
875	4413	66118
876	4418	66115
877	4423	66106
878	4427	66095
879	4433	66093
880	4438	66091
881	4443	66082
882	4448	66080
883	4453	66074
884	4458	66077
885	4463	66071
886	4469	66068
887	4473	66060
888	4478	66055
889	4483	66050
890	4488	66043
891	4494	66044
892	4499	66044
893	4504	66040
894	4510	66040
895	4515	66034
896	4520	66034
897	4525	66027
898	4530	66022
899	4535	66016
900	4540	66009
901	4545	66002
902	4550	65997
903	4555	65989
904	4560	65984
905	4565	65979
906	4570	65973
907	4575	65966
908	4580	65964
909	4585	65955
910	4590	65949
911	4595	65948
912	4600	65947
913	4606	65947
914	4611	65943
915	4617	65951
916	4622	65952
917	4627	65944
918	4632	65938
919	4637	65936
920	4642	65932
921	4648	65934
922	4653	65937
923	4659	65935
924	4664	65933
925	4669	65927
926	4674	65926
927	4679	65918
928	4685	65918
929	4690	65912
930	4695	65906
931	4700	65905
932	4705	65905
933	4710	65903
934	4715	65897
935	4720	65891
936	4725	65885
937	4730	65877
938	4735	65874
939	4741	65873
940	4746	65871
941	4751	65870
942	4756	65861
943	4761	65860
944	4767	65861
945	4772	65862
946	4777	65855
947	4783	65853
948	4788	65853
949	4793	65850
950	4798	65844
951	4803	65839
952	4809	65839
953	4814	65831
954	4819	65827
955	4824	65825
956	4829	65824
957	4834	65821
958	4840	65818
959	4844	65807
960	4849	65802
961	4854	65796
962	4859	65793
963	4865	65790
964	4870	65783
965	4874	65776
966	4879	65771
967	4885	65774
968	4890	65772
969	4896	65775
970	4901	65769
971	4906	65766
972	4912	65765
973	4916	65757
974	4922	65754
975	4927	65752
976	4932	65751
977	4937	65746
978	4943	65745
979	4948	65742
980	4953	65743
981	4959	65742
982	4964	65743
983	4969	65734
984	4974	65727
985	4979	65721
986	4984	65716
987	4990	65721
988	4994	65711
989	4999	65706
990	5005	65701
991	5009	65694
992	5015	65693
993	5020	65686
994	5025	65678
995	5030	65673
996	5035	65672
997	5040	65666
998	5045	65657
999	5050	65654
1000	5055	65647
1001	5060	65646
1002	5065	65640
1003	5070	65631
1004	5075	65624
1005	5079	65615
1006	5085	65610
1007	5090	65609
1008	5095	65602
1009	5100	65593
1010	5104	65585
1011	5109	65580
1012	5115	65584
1013	5120	65572
1014	5125	65575
1015	5131	65572
1016	5136	65576
1017	5142	65574
1018	5147	65575
1019	5152	65572
1020	5158	65575
1021	5163	65569
1022	5168	65565
1023	5174	65573
1024	5180	65576
1025	5185	65573
1026	5190	65568
1027	5195	65557
1028	5200	65556
1029	5206	65557
1030	5210	65548
1031	5216	65545
1032	5221	65543
1033	5226	65539
1034	5231	65534
1035	5236	65532
1036	5242	65530
1037	5247	65524
1038	5252	65516
1039	5257	65511
1040	5261	65503
1041	5266	65495
1042	5272	65494
1043	5277	65487
1044	5281	65481
1045	5287	65482
1046	5292	65475
1047	5297	65468
1048	5302	65462
1049	5307	65464
1050	5312	65454
1051	5317	65445
1052	5322	65438
1053	5327	65433
1054	5332	65433
1055	5337	65429
1056	5342	65422
1057	5347	65414
1058	5353	65413
1059	5357	65405
1060	5362	65397
1061	5367	65394
1062	5372	65389
1063	5377	65384
1064	5383	65381
1065	5387	65373
1066	5393	65375
1067	5399	65376
1068	5404	65370
1069	5409	65366
1070	5414	65361
1071	5419	65357
1072	5424	65348
1073	5429	65342
1074	5434	65338
1075	5439	65340
1076	5445	65337
1077	5449	65325
1078	5454	65321
1079	5459	65316
1080	5465	65314
1081	5470	65307
1082	5475	65304
1083	5480	65296
1084	5485	65298
1085	5490	65292
1086	5495	65284
1087	5500	65276
1088	5505	65268
1089	5510	65265
1090	5515	65258
1091	5520	65252
1092	5525	65248
1093	5530	65240
1094	5535	65239
1095	5540	65233
1096	5545	65232
1097	5551	65236
1098	5557	65235
1099	5562	65229
1100	5567	65226
1101	5572	65222
1102	5577	65217
1103	5582	65213
1104	5587	65206
1105	5593	65206
1106	5598	65204
1107	5603	65196
1108	5608	65190
1109	5613	65187
1110	5618	65186
1111	5624	65182
1112	5629	65181
1113	5634	65173
1114	5639	65168
1115	5644	65168
1116	5650	65166
1117	5655	65161
1118	5660	65155
1119	5665	65151
1120	5670	65149
1121	5675	65141
1122	5680	65140
1123	5686	65137
1124	5691	65139
1125	5696	65133
1126	5701	65127
1127	5707	65124
1128	5712	65122
1129	5717	65116
1130	5722	65111
1131	5727	65106
1132	5732	65100
1133	5737	65091
1134	5742	65088
1135	5747	65086
1136	5752	65078
1137	5757	65072
1138	5762	65071
1139	5767	65067
1140	5772	65060
1141	5778	65057
1142	5782	65048
1143	5787	65043
1144	5793	65038
1145	5798	65034
1146	5803	65030
1147	5808	65025
1148	5813	65023
1149	5818	65017
1150	5823	65007
1151	5828	65007
1152	5833	65002
1153	5838	64997
1154	5844	64993
1155	5849	64989
1156	5854	64986
1157	5859	64983
1158	5864	64980
1159	5870	64979
1160	5875	64977
1161	5881	64979
1162	5886	64976
1163	5891	64972
1164	5896	64963
1165	5901	64960
1166	5906	64954
1167	5912	64951
1168	5917	64946
1169	5921	64938
1170	5926	64932
1171	5931	64926
1172	5937	64922
1173	5942	64918
1174	5947	64915
1175	5952	64908
1176	5957	64906
1177	5962	64901
1178	5968	64901
1179	5973	64898
1180	5978	64897
1181	5983	64887
1182	5988	64883
1183	5993	64877
1184	5999	64884
1185	6005	64888
1186	6010	64884
1187	6016	64883
1188	6022	64886
1189	6028	64894
1190	6034	64895
1191	6039	64890
1192	6045	64894
1193	6051	64903
1194	6058	64915
1195	6063	64918
1196	6069	64920
1197	6075	64924
1198	6081	64932
1199	6088	64943
1200	6094	64948
1201	6100	64950
1202	6106	64953
1203	6111	64952
1204	6117	64956
1205	6124	64977
1206	6131	64983
1207	6136	64983
1208	6142	64981
1209	6148	64992
1210	6154	64997
1211	6159	64993
1212	6165	64994
1213	6171	65000
1214	6176	64996
1215	6182	65002
1216	6188	64998
1217	6194	65006
1218	6200	65012
1219	6207	65021
1220	6214	65037
1221	6219	65037
1222	6225	65041
1223	6232	65053
1224	6238	65062
1225	6244	65063
1226	6249	65061
1227	6254	65051
1228	6259	65048
1229	6265	65044
1230	6269	65037
1231	6276	65043
1232	6280	65035
1233	6288	65052
1234	6292	65040
1235	6297	65037
1236	6302	65031
1237	6308	65026
1238	6313	65026
1239	6318	65021
1240	6325	65037
1241	6332	65045
1242	6337	65046
1243	6343	65043
1244	6348	65037
1245	6353	65037
1246	6359	65035
1247	6364	65032
1248	6370	65034
1249	6375	65028
1250	6380	65025
1251	6386	65024
1252	6391	65020
1253	6396	65015
1254	6401	65012
1255	6407	65010
1256	6412	65007
1257	6417	65006
1258	6423	65008
1259	6428	65003
1260	6434	65004
1261	6440	65003
1262	6445	64996
1263	6450	64991
1264	6455	64985
1265	6459	64977
1266	6465	64972
1267	6470	64965
1268	6475	64961
1269	6480	64956
1270	6485	64952
1271	6490	64946
1272	6495	64944
1273	6501	64948
1274	6507	64945
1275	6512	64942
1276	6517	64936
1277	6522	64929
1278	6527	64926
1279	6533	64925
1280	6538	64918
1281	6543	64916
1282	6549	64914
1283	6554	64914
1284	6559	64907
1285	6564	64902
1286	6570	64898
1287	6575	64892
1288	6580	64887
1289	6585	64881
1290	6589	64873
1291	6594	64867
1292	6599	64859
1293	6604	64852
1294	6609	64847
1295	6614	64836
1296	6619	64830
1297	6624	64823
1298	6629	64822
1299	6635	64820
1300	6640	64821
1301	6645	64816
1302	6651	64810
1303	6657	64819
1304	6663	64826
1305	6671	64840
1306	6678	64854
1307	6684	64858
1308	6688	64846
1309	6693	64839
1310	6698	64838
1311	6703	64830
1312	6709	64826
1313	6714	64821
1314	6719	64818
1315	6724	64816
1316	6729	64808
1317	6734	64802
1318	6739	64794
1319	6744	64784
1320	6749	64778
1321	6754	64773
1322	6759	64768
1323	6764	64765
1324	6769	64760
1325	6775	64757
1326	6780	64752
1327	6785	64745
1328	6790	64739
1329	6795	64736
1330	6800	64729
1331	6805	64725
1332	6810	64717
1333	6815	64709
1334	6820	64707
1335	6826	64706
1336	6831	64701
1337	6836	64693
1338	6841	64686
1339	6845	64679
1340	6852	64683
1341	6856	64674
1342	6861	64666
1343	6866	64660
1344	6871	64652
1345	6876	64648
1346	6881	64643
1347	6886	64634
1348	6891	64631
1349	6896	64624
1350	6901	64618
1351	6906	64611
1352	6911	64603
1353	6916	64599
1354	6921	64593
1355	6927	64594
1356	6932	64589
1357	6936	64577
1358	6942	64573
1359	6946	64563
1360	6951	64559
1361	6957	64555
1362	6962	64550
1363	6967	64549
1364	6973	64545
1365	6978	64541
1366	6983	64538
1367	6988	64533
1368	6993	64528
1369	6998	64521
1370	7003	64515
1371	7008	64510
1372	7013	64503
1373	7018	64497
1374	7024	64494
1375	7028	64486
1376	7033	64478
1377	7038	64470
1378	7043	64463
1379	7048	64458
1380	7053	64452
1381	7058	64443
1382	7063	64439
1383	7068	64435
1384	7073	64431
1385	7079	64426
1386	7083	64418
1387	7088	64413
1388	7093	64406
1389	7098	64401
1390	7104	64397
1391	7109	64391
1392	7114	64385
1393	7118	64376
1394	7124	64372
1395	7129	64366
1396	7135	64368
1397	7140	64363
1398	7144	64353
1399	7149	64345
1400	7154	64337
1401	7159	64334
1402	7164	64329
1403	7169	64323
1404	7175	64324
1405	7180	64316
1406	7185	64312
1407	7190	64307
1408	7195	64303
1409	7201	64298
1410	7205	64290
1411	7210	64282
1412	7215	64273
1413	7220	64268
1414	7225	64261
1415	7229	64250
1416	7234	64241
1417	7239	64234
1418	7244	64227
1419	7249	64220
1420	7253	64213
1421	7258	64203
1422	7263	64195
1423	7268	64187
1424	7273	64184
1425	7278	64176
1426	7283	64174
1427	7289	64172
1428	7294	64169
1429	7299	64166
1430	7304	64160
1431	7309	64155
1432	7315	64153
1433	7320	64150
1434	7326	64147
1435	7331	64145
1436	7336	64141
1437	7341	64136
1438	7347	64133
1439	7352	64125
1440	7357	64122
1441	7361	64112
1442	7367	64109
1443	7372	64108
1444	7377	64103
1445	7382	64097
1446	7388	64093
1447	7392	64084
1448	7397	64079
1449	7402	64070
1450	7408	64070
1451	7412	64060
1452	7417	64051
1453	7422	64046
1454	7427	64039
1455	7432	64030
1456	7437	64024
1457	7441	64016
1458	7446	64010
1459	7452	64005
1460	7457	63999
1461	7462	63995
1462	7467	63990
1463	7472	63986
1464	7477	63981
1465	7482	63978
1466	7488	63972
1467	7492	63965
1468	7497	63957
1469	7502	63951
1470	7507	63947
1471	7512	63940
1472	7518	63938
1473	7523	63931
1474	7528	63926
1475	7533	63921
1476	7538	63916
1477	7543	63913
1478	7549	63909
1479	7554	63905
1480	7559	63899
1481	7564	63897
1482	7570	63895
1483	7575	63890
1484	7580	63886
1485	7585	63882
1486	7590	63877
1487	7596	63873
1488	7601	63866
1489	7606	63861
1490	7611	63853
1491	7616	63847
1492	7621	63846
1493	7626	63840
1494	7631	63833
1495	7636	63826
1496	7641	63821
1497	7646	63815
1498	7651	63810
1499	7656	63804
1500	7661	63798
1501	7666	63794
1502	7671	63790
1503	7677	63787
1504	7682	63783
1505	7687	63778
1506	7693	63775
1507	7698	63772
1508	7703	63769
1509	7709	63765
1510	7714	63763
1511	7719	63760
1512	7724	63753
1513	7730	63751
1514	7735	63748
1515	7740	63741
1516	7745	63738
1517	7751	63737
1518	7757	63737
1519	7762	63736
1520	7768	63734
1521	7773	63733
1522	7780	63737
1523	7785	63733
1524	7791	63733
1525	7796	63734
1526	7802	63731
1527	7808	63733
1528	7813	63730
1529	7818	63724
1530	7824	63723
1531	7829	63723
1532	7835	63720
1533	7841	63726
1534	7847	63724
1535	7852	63720
1536	7857	63715
1537	7862	63711
1538	7868	63709
1539	7873	63706
1540	7878	63701
1541	7884	63702
1542	7890	63704
1543	7896	63703
1544	7902	63702
1545	7907	63702
1546	7913	63702
1547	7918	63696
1548	7924	63700
1549	7930	63698
1550	7935	63694
1551	7941	63694
1552	7945	63685
1553	7950	63677
1554	7955	63672
1555	7961	63669
1556	7966	63663
1557	7972	63664
1558	7977	63663
1559	7982	63658
1560	7988	63657
1561	7993	63650
1562	7998	63647
1563	8003	63638
1564	8009	63640
1565	8014	63637
1566	8020	63632
1567	8025	63628
1568	8030	63625
1569	8035	63620
1570	8040	63615
1571	8046	63611
1572	8051	63608
1573	8056	63601
1574	8061	63595
1575	8066	63587
1576	8071	63581
1577	8076	63576
1578	8081	63570
1579	8086	63565
1580	8091	63560
1581	8096	63557
1582	8102	63553
1583	8107	63550
1584	8113	63549
1585	8118	63546
1586	8124	63543
1587	8129	63540
1588	8134	63532
1589	8138	63525
1590	8143	63516
1591	8148	63511
1592	8153	63505
1593	8158	63500
1594	8164	63497
1595	8168	63487
1596	8174	63483
1597	8179	63480
1598	8184	63477
1599	8189	63471
1600	8194	63465
1601	8199	63459
1602	8205	63460
1603	8210	63454
1604	8215	63448
1605	8220	63439
1606	8224	63427
1607	8229	63419
1608	8234	63413
1609	8239	63407
1610	8244	63402
1611	8249	63394
1612	8254	63386
1613	8259	63380
1614	8263	63373
1615	8269	63371
1616	8274	63367
1617	8278	63355
1618	8284	63352
1619	8289	63344
1620	8293	63336
1621	8299	63332
1622	8303	63322
1623	8308	63318
1624	8313	63310
1625	8319	63308
1626	8323	63301
1627	8329	63298
1628	8334	63292
1629	8339	63289
1630	8344	63284
1631	8349	63276
1632	8354	63271
1633	8359	63267
1634	8365	63263
1635	8370	63258
1636	8375	63254
1637	8380	63251
1638	8385	63241
1639	8391	63239
1640	8396	63239
1641	8402	63235
1642	8406	63228
1643	8412	63224
1644	8417	63220
1645	8422	63214
1646	8427	63209
1647	8432	63203
1648	8437	63200
1649	8443	63195
1650	8448	63191
1651	8453	63187
1652	8459	63184
1653	8464	63178
1654	8469	63173
1655	8473	63163
1656	8479	63163
1657	8484	63159
1658	8488	63145
1659	8493	63137
1660	8498	63133
1661	8503	63127
1662	8508	63124
1663	8513	63117
1664	8519	63115
1665	8524	63108
1666	8529	63106
1667	8535	63104
1668	8540	63102
1669	8546	63102
1670	8552	63100
1671	8557	63098
1672	8562	63090
1673	8567	63083
1674	8572	63078
1675	8577	63073
1676	8583	63071
1677	8588	63065
1678	8593	63059
1679	8598	63052
1680	8603	63046
1681	8607	63039
1682	8612	63032
1683	8617	63025
1684	8623	63024
1685	8628	63020
1686	8633	63015
