iter	Logloss
689	0.1801082677
690	0.1799151178
691	0.1796459045
692	0.1795351971
693	0.1793737941
694	0.17918438
695	0.1789906427
696	0.1789514003
697	0.178905485
698	0.1786405113
699	0.178331183
700	0.1782563183
701	0.1780708269
702	0.1778524627
703	0.1777439131
704	0.1776039322
705	0.1775192865
706	0.1771978762
707	0.1771928095
708	0.1771418564
709	0.1770379253
710	0.1769964908
711	0.1768202055
712	0.1766614326
713	0.1765228326
714	0.1763844346
715	0.17605554
716	0.1759665722
717	0.1757345458
718	0.1756477231
719	0.1756004418
720	0.1754326214
721	0.1754095486
722	0.1751552445
723	0.1750347966
724	0.1748171347
725	0.1747368714
726	0.1744409468
727	0.1743983926
728	0.1742221644
729	0.1740478867
730	0.1737788095
731	0.1736126542
732	0.1735652299
733	0.1734859301
734	0.1733901802
735	0.173175991
736	0.173095545
737	0.1729313987
738	0.1727804071
739	0.1726274048
740	0.1725798824
741	0.1724931753
742	0.1724393829
743	0.1720660824
744	0.1720161851
745	0.171846055
746	0.1717774997
747	0.1716634176
748	0.1715707181
749	0.1714272759
750	0.1713474328
751	0.1712881376
752	0.1710998537
753	0.1709826348
754	0.170786983
755	0.170739473
756	0.1706407959
757	0.1703571419
758	0.1702994111
759	0.170122209
760	0.1699950285
761	0.1698131712
762	0.1697384715
763	0.1694711393
764	0.1693593079
765	0.1692121035
766	0.1689450732
767	0.1687619488
768	0.1685607907
769	0.1684120636
770	0.1682831626
771	0.1681943055
772	0.1679063918
773	0.1677302246
774	0.16765086
775	0.1676213362
776	0.1675225803
777	0.1674488249
778	0.1673596804
779	0.1669788309
780	0.1667640753
781	0.1666712605
782	0.16653853
783	0.1662776245
784	0.1660585276
785	0.1659835232
786	0.1659122934
787	0.1655693176
788	0.1654220177
789	0.1652967661
790	0.1649935247
791	0.1648009474
792	0.1646103233
793	0.1645007577
794	0.1641046328
795	0.1640157434
796	0.1637746099
797	0.1636698647
798	0.1635274608
799	0.163498202
800	0.1634104875
801	0.1633442732
802	0.1632955826
803	0.1632381286
804	0.1631162375
805	0.1629262449
806	0.1628294176
807	0.1626673867
808	0.1624642191
809	0.1624068707
810	0.1623370509
811	0.1622078673
812	0.1621005104
813	0.161956395
814	0.1617816397
815	0.161693386
816	0.1615681592
817	0.161385532
818	0.1610854559
819	0.1609281641
820	0.1608076278
821	0.160481152
822	0.1604412104
823	0.1603425141
824	0.160241351
825	0.160148073
826	0.1599492915
827	0.1599077529
828	0.1598066278
829	0.1597043363
830	0.1595975239
831	0.1595585239
832	0.1594152939
833	0.1593065501
834	0.1591998282
835	0.1589337276
836	0.1586355768
837	0.1585915362
838	0.1585362787
839	0.1583959873
840	0.158309517
841	0.1582142318
842	0.1581408522
843	0.158028218
844	0.1580026483
845	0.1576731049
846	0.1576224702
847	0.1574749326
848	0.1571820763
849	0.1568148953
850	0.156730532
851	0.1565676317
852	0.156389171
853	0.1563347084
854	0.1562053701
855	0.156129699
856	0.1559563194
857	0.1557152417
858	0.1555553923
859	0.1554016395
860	0.1553684347
861	0.1553166215
862	0.155160556
863	0.1550481493
864	0.1549753498
865	0.1549263074
866	0.1546613505
867	0.1546153775
868	0.1545029851
869	0.154378353
870	0.1543645179
871	0.154358292
872	0.1542754305
873	0.1542017995
874	0.1539958189
875	0.1538904577
876	0.1537693881
877	0.1535879151
878	0.1534404323
879	0.1533536635
880	0.1531534322
881	0.1531264388
882	0.1528971157
883	0.1528073065
884	0.1526422989
885	0.1525867155
886	0.1524767214
887	0.1523100845
888	0.1521907554
889	0.1518302215
890	0.1516443119
891	0.1515590182
892	0.1513931107
893	0.1513380061
894	0.1512615343
895	0.1511810996
896	0.150977129
897	0.1509446618
898	0.1506442075
899	0.150547507
900	0.1504384726
901	0.150339103
902	0.1502152671
903	0.1499397525
904	0.1498120335
905	0.1493589419
906	0.1491712374
907	0.1490316043
908	0.1488573537
909	0.1487303542
910	0.1486786898
911	0.1485152988
912	0.1484560665
913	0.1483564801
914	0.1482521823
915	0.1480189385
916	0.1479919546
917	0.147755106
918	0.1475347868
919	0.147283735
920	0.1471480879
921	0.1470274212
922	0.1469823004
923	0.1466972397
924	0.1464819166
925	0.146438132
926	0.1463023893
927	0.1462794044
928	0.1460298339
929	0.1459741371
930	0.1459240615
931	0.1458428457
932	0.1455126774
933	0.1454084228
934	0.1453349683
935	0.1451577329
936	0.1447500754
937	0.1446713222
938	0.1443751952
939	0.1443160479
940	0.1441622114
941	0.1441161893
942	0.1439398036
943	0.1437976712
944	0.1437436849
945	0.1436728702
946	0.143489992
947	0.1432692624
948	0.1430561914
949	0.1429639434
950	0.1427611003
951	0.1426416858
952	0.1426106794
953	0.1424002354
954	0.1423608642
955	0.142110053
956	0.1420257104
957	0.1419173089
958	0.1416738595
959	0.141646327
960	0.1414315103
961	0.1413400587
962	0.1412183088
963	0.1410275318
964	0.1409923941
965	0.140709495
966	0.1405237429
967	0.1403749978
968	0.1402898919
969	0.140213312
970	0.140147953
971	0.1401040561
972	0.1400096026
973	0.1399946475
974	0.1398172081
975	0.1396649785
976	0.1395996779
977	0.1394939176
978	0.1394154884
979	0.1393761778
980	0.1392149447
981	0.1391378955
982	0.1390320741
983	0.1387967668
984	0.1386225585
985	0.1385073491
986	0.1384333506
987	0.1382376298
988	0.1378839295
989	0.1377970805
990	0.1375513042
991	0.1374227741
992	0.1373269844
993	0.1371961978
994	0.1368852303
995	0.1367721505
996	0.1366510432
997	0.1365821738
998	0.1364427564
999	0.1363773869
1000	0.1362603146
1001	0.1359308916
1002	0.1358398122
1003	0.1357732063
1004	0.1356423628
1005	0.135620449
1006	0.1354845977
1007	0.1354103864
1008	0.1351817103
1009	0.1351685712
1010	0.1350924689
1011	0.1349740882
1012	0.1346948916
1013	0.1346454485
1014	0.1346092108
1015	0.1345051336
1016	0.1344670933
1017	0.1343498059
1018	0.1342350337
1019	0.1342099089
1020	0.1341057764
1021	0.1339689223
1022	0.1339010811
1023	0.1338054534
1024	0.1337826007
1025	0.1336521179
1026	0.1335742253
1027	0.1335325365
1028	0.1333564769
1029	0.133313368
1030	0.1332138181
1031	0.1330800608
1032	0.1330380947
1033	0.1329027818
1034	0.1327032248
1035	0.132636115
1036	0.1324748508
1037	0.1324044245
1038	0.1323840031
1039	0.1321931582
1040	0.1321058893
1041	0.1319388295
1042	0.1318247575
1043	0.1317562191
1044	0.1316972092
1045	0.1315976772
1046	0.1313728326
1047	0.1313345548
1048	0.1311407045
1049	0.1309831422
1050	0.1308241258
1051	0.1307490245
1052	0.1307113093
1053	0.1305767556
1054	0.1305099337
1055	0.130438295
1056	0.1303803264
1057	0.1303362881
1058	0.1302831747
1059	0.1301518417
1060	0.1301201777
1061	0.1300694181
1062	0.1299873318
1063	0.1298780629
1064	0.1298278786
1065	0.1297611191
1066	0.1296635712
1067	0.1294278756
1068	0.1293839997
1069	0.1291709154
1070	0.1291131826
1071	0.1289254989
1072	0.1288798725
1073	0.1288148262
1074	0.1286800111
1075	0.1285787957
1076	0.128523263
1077	0.1284741371
1078	0.1284378062
1079	0.1284206467
1080	0.1282903094
1081	0.1282468948
1082	0.1280692706
1083	0.1280520133
1084	0.1279805425
1085	0.1279658899
1086	0.1277818152
1087	0.1276483033
1088	0.1275925192
1089	0.1274232323
1090	0.1273201048
1091	0.1272777026
1092	0.1269972151
1093	0.12685404
1094	0.1268204644
1095	0.1266723038
1096	0.1264791238
1097	0.1264109885
1098	0.1263573897
1099	0.1263350599
1100	0.1262622739
1101	0.1261746075
1102	0.1259814297
1103	0.1259279593
1104	0.1258904549
1105	0.125835338
1106	0.1257629594
1107	0.1256350621
1108	0.1255495366
1109	0.1253915597
1110	0.1253774232
1111	0.1253212198
1112	0.1252674617
1113	0.1251458982
1114	0.1250255103
1115	0.124867802
1116	0.1247623142
1117	0.1246119024
1118	0.1245446162
1119	0.124411056
1120	0.124290075
1121	0.1242644469
1122	0.1242300344
1123	0.1241344379
1124	0.1240506725
1125	0.1239917217
1126	0.1239176586
1127	0.1237665232
1128	0.1236812467
1129	0.1236140569
1130	0.1235333189
1131	0.1234331627
1132	0.1233353211
1133	0.123273435
1134	0.1231286871
1135	0.1230101785
1136	0.1229647605
1137	0.122924685
1138	0.1228607975
1139	0.1228116919
1140	0.122757402
1141	0.1226353579
1142	0.1224853613
1143	0.1222977022
1144	0.1222689172
1145	0.1222194458
1146	0.1221131145
1147	0.1220776269
1148	0.1219613504
1149	0.1218536143
1150	0.1217162328
1151	0.1215299912
1152	0.1215132867
1153	0.121446086
1154	0.1213053733
1155	0.121206158
1156	0.1211603289
1157	0.1211029528
1158	0.121060701
1159	0.1209892345
1160	0.1208918377
1161	0.12084726
1162	0.1207498281
1163	0.1206704188
1164	0.1206126077
1165	0.120481951
1166	0.120448138
1167	0.1203994754
1168	0.1202718115
1169	0.1201107908
1170	0.1199484345
1171	0.1198269855
1172	0.1197439353
1173	0.1196399808
1174	0.1195723678
1175	0.1194310831
1176	0.1193673305
1177	0.1192439118
1178	0.119213465
1179	0.1191372917
1180	0.1189382282
1181	0.1188670434
1182	0.1187687022
1183	0.1187456486
1184	0.1186419142
1185	0.1185760034
1186	0.1185381654
1187	0.1184287174
1188	0.1183757688
1189	0.1183317375
1190	0.1181204529
1191	0.1180501984
1192	0.1179525887
1193	0.1177541154
1194	0.1176546301
1195	0.1175549663
1196	0.1174818194
1197	0.1173980297
1198	0.1172837075
1199	0.117126294
1200	0.1169300389
1201	0.1168849452
1202	0.1167962341
1203	0.1166129382
1204	0.1165640325
1205	0.1164027569
1206	0.1163262189
1207	0.1161396392
1208	0.1159703587
1209	0.1159397681
1210	0.1158451486
1211	0.115819944
1212	0.1157855715
1213	0.1157632972
1214	0.1157404862
1215	0.115648606
1216	0.1155282092
1217	0.1154916223
1218	0.1154628126
1219	0.1154272878
1220	0.1153802777
1221	0.1151634783
1222	0.1150933717
1223	0.1148722931
1224	0.1148471257
1225	0.1147638411
1226	0.1146903582
1227	0.1146443346
1228	0.114605165
1229	0.114491587
1230	0.1144152816
1231	0.1142959621
1232	0.1141738269
1233	0.1138465428
1234	0.1138060987
1235	0.1137588133
1236	0.1137113333
1237	0.1136861391
1238	0.1136143215
1239	0.1134777439
1240	0.1132743928
1241	0.1131713674
1242	0.1131079889
1243	0.1130064763
1244	0.1129537257
1245	0.1128893543
1246	0.1128082678
1247	0.1127839277
1248	0.1127433041
1249	0.1125235663
1250	0.1124441286
1251	0.1123024978
1252	0.1120447585
1253	0.1119738854
1254	0.11188766
1255	0.1117905034
1256	0.1115519936
1257	0.1114815904
1258	0.1114437934
1259	0.1114061366
1260	0.111328788
1261	0.111290009
1262	0.1112238055
1263	0.1112027962
1264	0.1110950424
1265	0.1108626483
1266	0.110841737
1267	0.1107687976
1268	0.1105823673
1269	0.110438472
1270	0.110399049
1271	0.1103668177
1272	0.1103346097
1273	0.1102664979
1274	0.110122693
1275	0.1100785965
1276	0.1100115515
1277	0.1098224692
1278	0.1097957247
1279	0.1095825495
1280	0.1094435584
1281	0.1093389153
1282	0.1092529755
1283	0.109192335
1284	0.1091783308
1285	0.1090977372
1286	0.1090362396
1287	0.1089243284
1288	0.108826461
1289	0.1087351414
1290	0.1086568075
1291	0.108611926
1292	0.1085453419
1293	0.1085327338
1294	0.1084568264
1295	0.1084373982
1296	0.108396608
1297	0.1083470414
1298	0.1082936677
1299	0.1082215338
1300	0.1081176103
1301	0.108055988
1302	0.1079236186
1303	0.1078801562
1304	0.1078113182
1305	0.1076475949
1306	0.1076039675
1307	0.1074316614
1308	0.1072858183
1309	0.1072286229
1310	0.1072035255
1311	0.107073119
1312	0.106942702
1313	0.1069220311
1314	0.1066854586
1315	0.106632658
1316	0.1065606498
1317	0.1065493518
1318	0.1064049685
1319	0.106297445
1320	0.1062405268
1321	0.1062118815
1322	0.1061139621
1323	0.1060128421
1324	0.1059664978
1325	0.1059581431
1326	0.1059279183
1327	0.1057739098
1328	0.1056789379
1329	0.1056252772
1330	0.1055522029
1331	0.1054979406
1332	0.1053514039
1333	0.1053354627
1334	0.1052998457
1335	0.1051868214
1336	0.1051151253
1337	0.1051051511
1338	0.1050789516
1339	0.1050085637
1340	0.1049890178
1341	0.1049026221
1342	0.1047598663
1343	0.1047196211
1344	0.1046933661
1345	0.1043962459
1346	0.1043318865
1347	0.1042795653
1348	0.104102643
1349	0.1040409916
1350	0.1040029888
1351	0.1039098663
1352	0.103780688
1353	0.1036644044
1354	0.1036300578
1355	0.1036103189
1356	0.1034235961
1357	0.1033991426
1358	0.1033876408
1359	0.1033673653
1360	0.1032274002
1361	0.1031488202
1362	0.1030008941
1363	0.1029297616
1364	0.1028899527
1365	0.1028498953
1366	0.1027869714
1367	0.1027066839
1368	0.1026522762
1369	0.1025365538
1370	0.1024332769
1371	0.1023783299
1372	0.1022585744
1373	0.1021562239
1374	0.1020872306
1375	0.1020311462
1376	0.1020146349
1377	0.1018695533
1378	0.1018359005
1379	0.1017848272
1380	0.1017206635
1381	0.1016687707
1382	0.1015894197
1383	0.1014595191
1384	0.1014230395
1385	0.1013760309
1386	0.101333545
1387	0.1012275322
1388	0.1011328217
1389	0.1010042056
1390	0.1009399557
1391	0.1008042552
1392	0.1007669154
1393	0.1007263537
1394	0.1006100331
1395	0.1005519003
1396	0.1004701647
1397	0.1004037847
1398	0.1003430788
1399	0.1002863422
1400	0.100267667
1401	0.1001904427
1402	0.1001091328
1403	0.09999436854
1404	0.0999561776
1405	0.09983609744
1406	0.09979730598
1407	0.09971596494
1408	0.09965801097
1409	0.09957182513
1410	0.09943517863
1411	0.09939840588
1412	0.09937606749
1413	0.09928318815
1414	0.09923438586
1415	0.09911899819
1416	0.09903617814
1417	0.09892634073
1418	0.09889712841
1419	0.09886826104
1420	0.09883007941
1421	0.09872913479
1422	0.09858828843
1423	0.09857258551
1424	0.09849160472
1425	0.09847466529
1426	0.09841308001
1427	0.09837270454
1428	0.09833170204
1429	0.09828922782
1430	0.09823788909
1431	0.09813289232
1432	0.09806944218
1433	0.09805483851
1434	0.09803703937
1435	0.09795682613
1436	0.0978850018
1437	0.09787023809
1438	0.09777878365
1439	0.09775580066
1440	0.09762679621
1441	0.0975934056
1442	0.09753507079
1443	0.09746051284
1444	0.09741738148
1445	0.09734932799
1446	0.09731868523
1447	0.09717827728
1448	0.09709447278
1449	0.09708969529
1450	0.09700680181
1451	0.09687640965
1452	0.09686378832
1453	0.09678612733
1454	0.09666775324
1455	0.09646486271
1456	0.09639836846
1457	0.09633054418
1458	0.0963017528
1459	0.09628495908
1460	0.09617937678
1461	0.09606752936
1462	0.096042372
1463	0.09597232201
1464	0.09595751289
1465	0.09586857584
1466	0.09579143294
1467	0.0957395269
1468	0.09566557852
1469	0.09559906735
1470	0.09553347281
1471	0.09551267544
1472	0.09549583945
1473	0.09547095831
1474	0.09536047227
1475	0.0953021863
1476	0.09525129828
1477	0.09515724484
1478	0.09512786758
1479	0.09507225438
1480	0.09500473582
1481	0.09495382256
1482	0.09493028577
1483	0.09489837791
1484	0.09489492001
1485	0.09484652173
1486	0.09481913907
1487	0.09473751063
1488	0.09469075035
1489	0.09462096722
1490	0.09456701815
1491	0.09449099399
1492	0.09441089013
1493	0.09427956228
1494	0.09425052612
1495	0.09422239508
1496	0.09409087116
1497	0.09402162375
1498	0.09386168029
1499	0.09380660114
1500	0.0937699925
1501	0.09372276984
1502	0.09365405456
1503	0.09358929857
1504	0.0935500781
1505	0.09345781547
1506	0.09341957311
1507	0.09327819754
1508	0.09316176944
1509	0.09305587835
1510	0.09300975713
1511	0.09295254082
1512	0.09287043435
1513	0.09281983762
